Profile,Mode,Repetition,Sample_Index,Latency_ms
R3,Plain_ONNX,1,17,0.2624
R3,Plain_ONNX,1,18,0.2615
R3,Plain_ONNX,1,19,0.2572
R3,Plain_ONNX,1,20,0.2599
R3,Plain_ONNX,2,1,0.3351
R3,Plain_ONNX,2,2,0.2701
R3,Plain_ONNX,2,3,0.2619
R3,Plain_ONNX,2,4,0.2617
R3,Plain_ONNX,2,5,0.2594
R3,Plain_ONNX,2,6,0.2619
R3,Plain_ONNX,2,7,0.2598
R3,Plain_ONNX,2,8,0.2964
R3,Plain_ONNX,2,9,0.2661
R3,Plain_ONNX,2,10,0.2656
R3,Plain_ONNX,2,11,0.2650
R3,Plain_ONNX,2,12,0.3415
R3,Plain_ONNX,2,13,0.2663
R3,Plain_ONNX,2,14,0.2626
R3,Plain_ONNX,2,15,0.2967
R3,Plain_ONNX,2,16,0.2682
R3,Plain_ONNX,2,17,0.2624
R3,Plain_ONNX,2,18,0.2615
R3,Plain_ONNX,2,19,0.2572
R3,Plain_ONNX,2,20,0.2599
R3,Plain_ONNX,3,1,0.3351
R3,Plain_ONNX,3,2,0.2701
R3,Plain_ONNX,3,3,0.2619
R3,Plain_ONNX,3,4,0.2617
R3,Plain_ONNX,3,5,0.2594
R3,Plain_ONNX,3,6,0.2619
R3,Plain_ONNX,3,7,0.2598
R3,Plain_ONNX,3,8,0.2964
R3,Plain_ONNX,3,9,0.2661
R3,Plain_ONNX,3,10,0.2656
R3,Plain_ONNX,3,11,0.2650
R3,Plain_ONNX,3,12,0.3415
R3,Plain_ONNX,3,13,0.2663
R3,Plain_ONNX,3,14,0.2626
R3,Plain_ONNX,3,15,0.2967
R3,Plain_ONNX,3,16,0.2682
R3,Plain_ONNX,3,17,0.2624
R3,Plain_ONNX,3,18,0.2615
R3,Plain_ONNX,3,19,0.2572
R3,Plain_ONNX,3,20,0.2599
R3,Plain_ONNX,4,1,0.3351
R3,Plain_ONNX,4,2,0.2701
R3,Plain_ONNX,4,3,0.2619
R3,Plain_ONNX,4,4,0.2617
R3,Plain_ONNX,4,5,0.2594
R3,Plain_ONNX,4,6,0.2619
R3,Plain_ONNX,4,7,0.2598
R3,Plain_ONNX,4,8,0.2964
R3,Plain_ONNX,4,9,0.2661
R3,Plain_ONNX,4,10,0.2656
R3,Plain_ONNX,4,11,0.2650
R3,Plain_ONNX,4,12,0.3415
R3,Plain_ONNX,4,13,0.2663
R3,Plain_ONNX,4,14,0.2626
R3,Plain_ONNX,4,15,0.2967
R3,Plain_ONNX,4,16,0.2682
R3,Plain_ONNX,4,17,0.2624
R3,Plain_ONNX,4,18,0.2615
R3,Plain_ONNX,4,19,0.2572
R3,Plain_ONNX,4,20,0.2599
R3,Plain_ONNX,5,1,0.3351
R3,Plain_ONNX,5,2,0.2701
R3,Plain_ONNX,5,3,0.2619
R3,Plain_ONNX,5,4,0.2617
R3,Plain_ONNX,5,5,0.2594
R3,Plain_ONNX,5,6,0.2619
R3,Plain_ONNX,5,7,0.2598
R3,Plain_ONNX,5,8,0.2964
R3,Plain_ONNX,5,9,0.2661
R3,Plain_ONNX,5,10,0.2656
R3,Plain_ONNX,5,11,0.2650
R3,Plain_ONNX,5,12,0.3415
R3,Plain_ONNX,5,13,0.2663
R3,Plain_ONNX,5,14,0.2626
R3,Plain_ONNX,5,15,0.2967
R3,Plain_ONNX,5,16,0.2682
R3,Plain_ONNX,5,17,0.2624
R3,Plain_ONNX,5,18,0.2615
R3,Plain_ONNX,5,19,0.2572
R3,Plain_ONNX,5,20,0.2599
R3,SEMANTICSHIELD,1,1,0.8900
R3,SEMANTICSHIELD,1,2,0.8036
R3,SEMANTICSHIELD,1,3,0.9515
R3,SEMANTICSHIELD,1,4,1.4716
R3,SEMANTICSHIELD,1,5,1.0831
R3,SEMANTICSHIELD,1,6,1.1092
R3,SEMANTICSHIELD,1,7,0.9590
R3,SEMANTICSHIELD,1,8,0.8556
R3,SEMANTICSHIELD,1,9,0.8700
R3,SEMANTICSHIELD,1,10,0.8390
R3,SEMANTICSHIELD,1,11,0.7905
R3,SEMANTICSHIELD,1,12,0.8512
R3,SEMANTICSHIELD,1,13,0.7902
R3,SEMANTICSHIELD,1,14,0.8842
R3,SEMANTICSHIELD,1,15,0.7893
R3,SEMANTICSHIELD,1,16,0.7876
R3,SEMANTICSHIELD,1,17,0.8982
R3,SEMANTICSHIELD,1,18,0.7998
R3,SEMANTICSHIELD,1,19,0.8474
R3,SEMANTICSHIELD,1,20,0.9019
R3,SEMANTICSHIELD,2,1,0.8900
R3,SEMANTICSHIELD,2,2,0.8036
R3,SEMANTICSHIELD,2,3,0.9515
R3,SEMANTICSHIELD,2,4,1.4716
R3,SEMANTICSHIELD,2,5,1.0831
R3,SEMANTICSHIELD,2,6,1.1092
R3,SEMANTICSHIELD,2,7,0.9590
R3,SEMANTICSHIELD,2,8,0.8556
R3,SEMANTICSHIELD,2,9,0.8700
R3,SEMANTICSHIELD,2,10,0.8390
R3,SEMANTICSHIELD,2,11,0.7905
R3,SEMANTICSHIELD,2,12,0.8512
R3,SEMANTICSHIELD,2,13,0.7902
R3,SEMANTICSHIELD,2,14,0.8842
R3,SEMANTICSHIELD,2,15,0.7893
R3,SEMANTICSHIELD,2,16,0.7876
R3,SEMANTICSHIELD,2,17,0.8982
R3,SEMANTICSHIELD,2,18,0.7998
R3,SEMANTICSHIELD,2,19,0.8474
R3,SEMANTICSHIELD,2,20,0.9019
R3,SEMANTICSHIELD,3,1,0.8900
R3,SEMANTICSHIELD,3,2,0.8036
R3,SEMANTICSHIELD,3,3,0.9515
R3,SEMANTICSHIELD,3,4,1.4716
R3,SEMANTICSHIELD,3,5,1.0831
R3,SEMANTICSHIELD,3,6,1.1092
R3,SEMANTICSHIELD,3,7,0.9590
R3,SEMANTICSHIELD,3,8,0.8556
R3,SEMANTICSHIELD,3,9,0.8700
R3,SEMANTICSHIELD,3,10,0.8390
R3,SEMANTICSHIELD,3,11,0.7905
R3,SEMANTICSHIELD,3,12,0.8512
R3,SEMANTICSHIELD,3,13,0.7902
R3,SEMANTICSHIELD,3,14,0.8842
R3,SEMANTICSHIELD,3,15,0.7893
R3,SEMANTICSHIELD,3,16,0.7876
R3,SEMANTICSHIELD,3,17,0.8982
R3,SEMANTICSHIELD,3,18,0.7998
R3,SEMANTICSHIELD,3,19,0.8474
R3,SEMANTICSHIELD,3,20,0.9019
R3,SEMANTICSHIELD,4,1,0.8900
R3,SEMANTICSHIELD,4,2,0.8036
R3,SEMANTICSHIELD,4,3,0.9515
R3,SEMANTICSHIELD,4,4,1.4716
R3,SEMANTICSHIELD,4,5,1.0831
R3,SEMANTICSHIELD,4,6,1.1092
R3,SEMANTICSHIELD,4,7,0.9590
R3,SEMANTICSHIELD,4,8,0.8556
R3,SEMANTICSHIELD,4,9,0.8700
R3,SEMANTICSHIELD,4,10,0.8390
R3,SEMANTICSHIELD,4,11,0.7905
R3,SEMANTICSHIELD,4,12,0.8512
R3,SEMANTICSHIELD,4,13,0.7902
R3,SEMANTICSHIELD,4,14,0.8842
R3,SEMANTICSHIELD,4,15,0.7893
R3,SEMANTICSHIELD,4,16,0.7876
R3,SEMANTICSHIELD,4,17,0.8982
R3,SEMANTICSHIELD,4,18,0.7998
R3,SEMANTICSHIELD,4,19,0.8474
R3,SEMANTICSHIELD,4,20,0.9019
R3,SEMANTICSHIELD,5,1,0.8900
R3,SEMANTICSHIELD,5,2,0.8036
R3,SEMANTICSHIELD,5,3,0.9515
R3,SEMANTICSHIELD,5,4,1.4716
R3,SEMANTICSHIELD,5,5,1.0831
R3,SEMANTICSHIELD,5,6,1.1092
R3,SEMANTICSHIELD,5,7,0.9590
R3,SEMANTICSHIELD,5,8,0.8556
R3,SEMANTICSHIELD,5,9,0.8700
R3,SEMANTICSHIELD,5,10,0.8390
R3,SEMANTICSHIELD,5,11,0.7905
R3,SEMANTICSHIELD,5,12,0.8512
R3,SEMANTICSHIELD,5,13,0.7902
R3,SEMANTICSHIELD,5,14,0.8842
R3,SEMANTICSHIELD,5,15,0.7893
R3,SEMANTICSHIELD,5,16,0.7876
R3,SEMANTICSHIELD,5,17,0.8982
R3,SEMANTICSHIELD,5,18,0.7998
R3,SEMANTICSHIELD,5,19,0.8474
R3,SEMANTICSHIELD,5,20,0.9019
